Computer,Disk,DiskIOPSAverage
ACMDPBD137,"H:","598.488231861481"
ACMDPBD137,"I:","0.9052268312910672"
ACMDPBD137,"K:","0.4080857256259989"
ACMDPBD137,"L:","0.4169973255194459"
ACMDPBD137,"P:","0.000014797726869117385"
ACMDPBD137,"X:","0.000014797726869117385"
ACMDPBD139,"C:","16.201720998579038"
ACMDPBD139,"D:","1.2244050811722913"
ACMDPBD139,"E:","238.97412444476024"
ACMDPBD139,"F:","19.932567287744227"
ACMDPBD139,"G:","0.000050325044404973354"
ACMDPBD139,"H:","456.64806457264655"
ACMDPBD139,"I:","0.679318868383659"
ACMDPBD139,"K:","9.26718030479574"
ACMDPBD139,"L:","4.4655552413854345"
ACMDPBD139,"P:","1.7052980582593251"
ACMDPBD139,"X:","0.002057349911190053"
ACMDPBD14,"C:","12.489440639495648"
ACMDPBD14,"D:","0.2779731077961286"
ACMDPBD14,"E:","0.005052164446812289"
ACMDPBD14,"F:","0.07448326638252532"
ACMDPBD14,"G:","0.00018941093944237263"
ACMDPBD14,"P:","0.000011838394601314153"
ACMDPBD140,"C:","16.0198119557805"
ACMDPBD140,"D:","1.297704294441485"
ACMDPBD140,"E:","211.24571884993782"
ACMDPBD140,"F:","19.942434500088794"
ACMDPBD140,"G:","0.0003048405256615166"
ACMDPBD140,"H:","448.18058549902327"
ACMDPBD140,"I:","0.6455699664358019"
ACMDPBD140,"K:","9.239797798437223"
ACMDPBD140,"L:","4.227656343988634"
ACMDPBD140,"P:","1.3328929815308115"
ACMDPBD140,"X:","0.0050638582844965375"
ACMDPBD141,"C:","8.435024709110282"
ACMDPBD141,"D:","1.112619857574143"
ACMDPBD141,"E:","1.4472444336707513"
ACMDPBD141,"F:","21.622047027526197"
ACMDPBD141,"H:","61.69315449280767"
ACMDPBD141,"I:","0.8415822676256437"
ACMDPBD141,"J:",0
ACMDPBD142,"C:","13.723027820426287"
ACMDPBD142,"D:","1.2041462628774422"
ACMDPBD142,"E:","20.91214501722913"
ACMDPBD142,"F:","67.89940370373003"
ACMDPBD142,"H:","109.2950461703375"
ACMDPBD142,"I:","3.4847198385435174"
ACMDPBD142,"J:","0.09342478312611013"
ACMDPBD145,"C:","13.267863205683836"
ACMDPBD145,"D:","0.6342215134991119"
ACMDPBD145,"E:","0.9150657065719361"
ACMDPBD145,"F:","0.31819679875666074"
ACMDPBD145,"H:","0.9671641962699823"
ACMDPBD145,"I:","0.07136228081705151"
ACMDPBD145,"J:","0.2820014880994671"
ACMDPBD145,"K:","0.27299139609236234"
ACMDPBD145,"L:","0.08138537335701598"
ACMDPBD145,"M:","0.37251917957371217"
ACMDPBD151,"C:","9.244857237080447"
ACMDPBD151,"D:","0.2940305171372758"
ACMDPBD151,"E:","35.05863078298703"
ACMDPBD151,"F:","5.7743894105842655"
ACMDPBD151,"H:","1.5770999557805008"
ACMDPBD151,"I:","0.07027756206712839"
ACMDPBD152,"C:","9.031014422024866"
ACMDPBD152,"D:","0.3790581387211368"
ACMDPBD152,"E:","35.74612059129663"
ACMDPBD152,"F:","7.35813748188277"
ACMDPBD152,"G:","0.00001184120781527531"
ACMDPBD152,"H:","21.971824920959147"
ACMDPBD152,"I:","0.1895548152753108"
ACMDPBD157,"C:","7.793092794849024"
ACMDPBD157,"D:","0.33564270603907637"
ACMDPBD157,"E:","1.419282961278863"
ACMDPBD157,"F:","0.08436879875666076"
ACMDPBD158,"C:","8.448261857726466"
ACMDPBD158,"D:","0.26823638490230906"
ACMDPBD158,"E:","0.009815971580817052"
ACMDPBD158,"F:","0.08098509307282417"
ACMDPBD165,"C:","11.570531025048854"
ACMDPBD165,"D:","0.606887122934802"
ACMDPBD165,"E:","19.939936072837096"
ACMDPBD165,"F:","0.8965051289749512"
ACMDPBD165,"G:","3.2258281305738143"
ACMDPBD165,"H:","9.692404640966425"
ACMDPBD165,"I:","8.291790555516076"
ACMDPBD165,"J:","0.455004389944928"
ACMDPBD165,"K:","25.387836184935157"
ACMDPBD165,"L:","0.05509438745780778"
ACMDPBD165,"M:","35.02927346509149"
ACMDPBD165,"P:","0.000011841001954165927"
ACMDPBD166,"C:","9.334875618185048"
ACMDPBD166,"D:","0.26708477748179715"
ACMDPBD166,"E:","0.011554654590658854"
ACMDPBD166,"F:","0.07839715574498313"
ACMDPBD166,"H:","0.0041525606464215955"
ACMDPBD166,"I:","0.11058249564908544"
ACMDPBD166,"J:","0.07304477623867874"
ACMDPBD166,"P:","0.000011837506659563132"
ACMDPBD167,"C:","9.2664557890625"
ACMDPBD167,"D:","0.3576354172585227"
ACMDPBD167,"E:","0.000011837002840909091"
ACMDPBD167,"F:","0.00010652982954545455"
ACMDPBD167,"H:","0.000011837002840909091"
ACMDPBD167,"I:","0.000011837002840909091"
ACMDPBD167,"J:","0.000011837002840909091"
ACMDPBD167,"K:","0.000011837002840909091"
ACMDPBD167,"L:","0.000011837002840909091"
ACMDPBD167,"P:","0.000011837002840909091"
ACMDPBD17,"C:","7.951574955417406"
ACMDPBD17,"D:","1.2976130792184726"
ACMDPBD17,"E:","0.000011840674955595026"
ACMDPBD17,"F:","0.09327906927175846"
ACMDPBD175,"C:","8.972469038536673"
ACMDPBD175,"D:","0.34029430190019533"
ACMDPBD175,"E:","0.1326432582134612"
ACMDPBD175,"F:","0.7313007659385544"
ACMDPBD175,"O:","0.16149809145800037"
ACMDPBD175,"P:","0.000011839282543065175"
ACMDPBD176,"C:","26.991575762522203"
ACMDPBD176,"D:","0.4128274944937833"
ACMDPBD176,"E:","1.441820754706927"
ACMDPBD176,"F:","1.7714936568383655"
ACMDPBD176,"O:","2.386976463232682"
ACMDPBD176,"P:","0.000011840142095914742"
ACMDPBD177,"C:","9.116434072126486"
ACMDPBD177,"D:","0.3345201781844023"
ACMDPBD177,"E:","0.13240625546278204"
ACMDPBD177,"F:","0.7312951639722863"
ACMDPBD177,"O:","0.17464836365251374"
ACMDPBD177,"P:","0.000011843133771540238"
ACMDPBD177,"Z:","0.000011843133771540238"
ACMDPBD187,"C:","22.73691124902309"
ACMDPBD187,"D:","0.8426139014209592"
ACMDPBD187,"E:","68.69005493872113"
ACMDPBD187,"F:","18.98693733019538"
ACMDPBD187,"G:","0.011884883481349912"
ACMDPBD187,"H:","9.282029905861455"
ACMDPBD187,"I:","4.35037088188277"
ACMDPBD187,"J:","43.05453902522203"
ACMDPBD187,"K:","49.04018578312613"
ACMDPBD187,"L:","21.851479864476023"
ACMDPBD187,"P:","11.20914988703375"
ACMDPBD188,"C:","23.23700883232682"
ACMDPBD188,"D:","1.0117042436944939"
ACMDPBD188,"E:","33.35500155790409"
ACMDPBD188,"F:","49.47128586394317"
ACMDPBD188,"H:","24.107575176021317"
ACMDPBD188,"I:","6.257236082770872"
ACMDPBD188,"J:","6.572654665541741"
ACMDPBD188,"K:","43.08497488348136"
ACMDPBD188,"L:","11.235155742984013"
ACMDPBD188,"P:","12.616483256660745"
ACMDPBD19,"C:","15.983426278152752"
ACMDPBD19,"D:","0.3101128429840142"
ACMDPBD19,"E:","7.554687129307283"
ACMDPBD19,"F:","9.87724253072824"
ACMDPBD190,"C:","13.444833697211862"
ACMDPBD190,"D:","0.6796494524951163"
ACMDPBD190,"E:","7483.05383517013"
ACMDPBD190,"F:","12.051601859350027"
ACMDPBD190,"I:","2143.4538054223053"
ACMDPBD190,"S:","111.57549599342923"
ACMDPBD192,"C:","13.059454387921846"
ACMDPBD192,"D:","0.4592778547069272"
ACMDPBD192,"E:","2.035153481349911"
ACMDPBD192,"F:","5.105465380639432"
ACMDPBD192,"H:","0.45962263321492014"
ACMDPBD192,"P:","4.354959715452932"
ACMDPBD192,"X:","0.0002220179396092362"
ACMDPBD195,"C:","13.85031812912966"
ACMDPBD195,"D:","0.4685859635879218"
ACMDPBD195,"E:","12.847533087033744"
ACMDPBD195,"F:","18.08233722042629"
ACMDPBD195,"G:","0.11932845932504438"
ACMDPBD195,"H:","2.7064291158081715"
ACMDPBD195,"P:","1.4528697499111898"
ACMDPBD195,"X:","0.000011841563055062169"
ACMDPBD201,"C:","9.910729903053976"
ACMDPBD201,"D:","0.35300238991477273"
ACMDPBD201,"E:","0.5774695264559656"
ACMDPBD201,"F:","3.306365654651988"
ACMDPBD201,"P:","0.000011836470170454546"
ACMDPBD202,"C:","8.588546207282416"
ACMDPBD202,"D:","0.2900529852575488"
ACMDPBD202,"E:","0.054240317584369445"
ACMDPBD202,"F:","0.27147421953818823"
ACMDPBD202,"P:","0.00001184031971580817"
ACMDPBD212,"C:","8.492834015805363"
ACMDPBD212,"D:","0.4669940154501865"
ACMDPBD212,"E:","0.01288046954359794"
ACMDPBD212,"F:","0.04974103622802345"
ACMDPBD212,"H:","0.09385149706979223"
ACMDPBD213,"C:","9.746610198081365"
ACMDPBD213,"D:","0.34589690371291526"
ACMDPBD213,"E:","0.8187509495469887"
ACMDPBD213,"F:","0.0828639799253864"
ACMDPBD213,"H:","0.09420662622135371"
ACMDPBD216,"C:","15.1872329"
ACMDPBD216,"D:","0.5178255751332149"
ACMDPBD216,"E:","66.36094996678509"
ACMDPBD216,"F:","19.00066597069272"
ACMDPBD216,"H:","11.841274067495558"
ACMDPBD216,"I:","4.340874321314388"
ACMDPBD216,"J:","40.276092987566614"
ACMDPBD216,"K:","50.69873691758437"
ACMDPBD216,"L:","22.023630349023094"
ACMDPBD216,"P:","2.962694386500888"
ACMDPBD220,"C:","12.163914700763629"
ACMDPBD220,"D:","0.6214649547149708"
ACMDPBD222,"C:","16.777792605753863"
ACMDPBD222,"D:","0.6481947249156456"
ACMDPBD222,"E:","57.4179412637187"
ACMDPBD222,"F:","19.0000508460309"
ACMDPBD222,"H:","10.702360134611968"
ACMDPBD222,"I:","4.302021362812999"
ACMDPBD222,"J:","33.96985183999289"
ACMDPBD222,"K:","44.111088919019714"
ACMDPBD222,"L:","20.549736830758302"
ACMDPBD222,"M:","0.00001183786183626354"
ACMDPBD222,"P:","7.530547131770556"
ACMDPBD223,"C:","11.476474514295864"
ACMDPBD223,"D:","0.31511753862546615"
ACMDPBD223,"E:","0.5921133681406499"
ACMDPBD223,"F:","0.05367746013141538"
ACMDPBD223,"H:","0.0020332747291777658"
ACMDPBD223,"I:","0.649772902148819"
ACMDPBD223,"J:","0.6096448112235837"
ACMDPBD223,"K:","0.20374742283786185"
ACMDPBD225,"C:","12.505325008170516"
ACMDPBD225,"D:","0.3715386085257549"
ACMDPBD225,"E:","0.028601605328596805"
ACMDPBD225,"F:","0.04799145719360569"
ACMDPBD225,"H:","0.0867102456483126"
ACMDPBD225,"I:","0.00008289342806394317"
ACMDPBD225,"J:","0.0001065772646536412"
ACMDPBD225,"K:","0.0001065772646536412"
ACMDPBD226,"C:","8.88799645622447"
ACMDPBD226,"D:","0.2761387899129817"
ACMDPBD226,"E:","0.000011837684247913336"
ACMDPBD226,"F:","0.000011837684247913336"
ACMDPBD226,"H:","0.0019060087018291604"
ACMDPBD226,"I:","0.000011837684247913336"
ACMDPBD226,"J:","0.000011837684247913336"
ACMDPBD226,"K:","0.000011837684247913336"
ACMDPBD23,"C:","8.991483804618117"
ACMDPBD23,"D:","0.40986034955595024"
ACMDPBD23,"E:","21.366597125399647"
ACMDPBD23,"F:","0.0040882660746003555"
ACMDPBD23,"H:","0.7911477758436946"
ACMDPBD23,"I:","0.0726492488454707"
ACMDPBD230,"C:","9.43968946172971"
ACMDPBD230,"D:","0.2658234567572367"
ACMDPBD230,"E:","9.261379767181673"
ACMDPBD230,"F:","0.48374196679097836"
ACMDPBD28,"C:","7.749150977975134"
ACMDPBD28,"D:","0.26493258738898756"
ACMDPBD28,"E:","0.010828434103019539"
ACMDPBD28,"F:","0.08034585612788633"
ACMDPBD28,"H:","0.000011840674955595026"
ACMDPBD28,"I:","0.000011840674955595026"
ACMDPBD29,"C:","8.912586590126088"
ACMDPBD29,"D:","0.6958923359971586"
ACMDPBD29,"E:","0.6109802280234417"
ACMDPBD29,"F:","5.485730446457112"
ACMDPBD29,"G:","0.000014798437222518203"
ACMDPBD29,"H:","0.0920484414846386"
ACMDPBD29,"P:","0.000014798437222518203"
ACMDPBD30,"C:","9.685691746358792"
ACMDPBD30,"D:","1.6204412825932504"
ACMDPBD30,"E:","1.791006997158082"
ACMDPBD30,"F:","10.019737426820605"
ACMDPBD30,"G:","0.000011841563055062169"
ACMDPBD30,"H:","1.7315710669626996"
ACMDPBD30,"P:","0.000011841563055062169"
ACMDPBD35,"C:","8.281851993428065"
ACMDPBD35,"D:","0.3128479790408526"
ACMDPBD35,"E:","0.012645940674955594"
ACMDPBD35,"F:","0.01003802238010657"
ACMDPBD37,"C:","14.642929134789558"
ACMDPBD37,"D:","0.3001432235837329"
ACMDPBD37,"E:","0.16996935428875862"
ACMDPBD37,"F:","0.07854948002131061"
ACMDPBD37,"I:","0.5857999465459066"
ACMDPBD37,"J:","0.07461054022376132"
ACMDPBD37,"K:","0.0002693111347895579"
ACMDPBD38,"C:","15.03264910886166"
ACMDPBD38,"D:","0.29657821133013673"
ACMDPBD38,"E:","334.96319254537383"
ACMDPBD38,"F:","3.8820594052566157"
ACMDPBD38,"H:","15.39712132960398"
ACMDPBD38,"I:","7.775360721541466"
ACMDPBD38,"J:","11.22915726815841"
ACMDPBD38,"K:","24.550433460841766"
ACMDPBD38,"L:","9.87071183306695"
ACMDPBD38,"M:","28.568482601846924"
ACMDPBD38,"N:","1.7483338289824186"
ACMDPBD38,"P:","0.000014798259634167999"
ACMDPBD40,"C:","11.700470470421033"
ACMDPBD40,"D:","1.3589324403979395"
ACMDPBD40,"E:","1546.0550741655707"
ACMDPBD40,"F:","162.6217915262036"
ACMDPBD40,"G:","1.9402238559246758"
ACMDPBD40,"H:","100.54183091934624"
ACMDPBD40,"I:","0.02410875519630485"
ACMDPBD40,"J:","4.839338922011016"
ACMDPBD40,"K:","230.27640036827145"
ACMDPBD40,"L:","21.710948767098955"
ACMDPBD40,"M:","23.926925975484103"
ACMDPBD40,"N:","6.245831718244803"
ACMDPBD40,"P:","0.000011843489074435957"
ACMDPBD42,"C:","9.30539186112591"
ACMDPBD42,"D:","0.4627047048481619"
ACMDPBD42,"E:","9.723625431362102"
ACMDPBD42,"F:","56.986486060202445"
ACMDPBD42,"P:",0
ACMDPBD43,"C:","9.91589000834665"
ACMDPBD43,"D:","0.3483686547682472"
ACMDPBD43,"E:","1.4151943725803586"
ACMDPBD43,"F:","1.9106226911738589"
ACMDPBD43,"P:","0.000011838749778014563"
ACMDPBD46,"C:","10.217160822944415"
ACMDPBD46,"D:","0.37632465565618894"
ACMDPBD46,"E:","0.1289506446457112"
ACMDPBD46,"F:","0.1453239675013319"
ACMDPBD46,"P:","0.000011838572189664359"
ACMDPBD47,"C:","8.497099377552832"
ACMDPBD47,"D:","0.28684338767536854"
ACMDPBD47,"E:","0.03491564748712484"
ACMDPBD47,"F:","0.08681049902326407"
ACMDPBD47,"P:",0
ACMDPBD50,"C:","12.713852483303729"
ACMDPBD50,"D:","0.36968848348134986"
ACMDPBD50,"E:","0.01723608223801066"
ACMDPBD50,"F:","0.03815342770870338"
ACMDPBD50,"G:","0.00005624404973357016"
ACMDPBD50,"H:","0.000011840852575488454"
ACMDPBD51,"C:","3.6406118390477884"
ACMDPBD51,"D:","0.05994261893764435"
ACMDPBD51,"E:","0.001723146207141588"
ACMDPBD51,"F:","0.01283767063421567"
ACMDPBD53,"C:","9.22041888525755"
ACMDPBD53,"D:","0.23389795914742448"
ACMDPBD53,"E:","0.05393462042628775"
ACMDPBD53,"F:","0.1820575896980462"
ACMDPBD54,"C:","10.638401447602131"
ACMDPBD54,"D:","0.28642908738898754"
ACMDPBD54,"E:","0.00007104387211367673"
ACMDPBD54,"F:","0.0000621632326820604"
ACMDPBD54,"H:","0.08279694920071048"
ACMDPBD56,"C:","10.356014993072824"
ACMDPBD56,"D:","0.46568266216696264"
ACMDPBD56,"E:","0.20173822841918299"
ACMDPBD56,"F:","0.12048859307282417"
ACMDPBD57,"C:","9.04017025182028"
ACMDPBD57,"D:","55.08357244823301"
ACMDPBD57,"E:","4.816484065530101"
ACMDPBD57,"F:","2.211368634345587"
ACMDPBD57,"G:",0
ACMDPBD62,"C:","8.483408159325045"
ACMDPBD62,"D:","0.26469532984014205"
ACMDPBD62,"E:","0.01772222255772647"
ACMDPBD62,"F:","0.03103243605683836"
ACMDPBD62,"H:","0.08274342362344582"
ACMDPBD63,"C:","9.005859556384303"
ACMDPBD63,"D:","0.33440249422837864"
ACMDPBD63,"E:","0.05860510211330137"
ACMDPBD63,"F:","0.04918836636476647"
ACMDPBD63,"H:","0.08440124294086308"
ACMDPBD66,"C:","8.066795765269886"
ACMDPBD66,"D:","0.23577604953835227"
ACMDPBD66,"E:","0.000011836647727272727"
ACMDPBD66,"F:","0.0001242879971590909"
ACMDPBD67,"C:","8.272334413603268"
ACMDPBD67,"D:","0.2946471834487658"
ACMDPBD67,"E:","0.000011838749778014563"
ACMDPBD67,"F:","0.000011838749778014563"
ACMDPBD68,"C:","8.322940343161635"
ACMDPBD68,"D:","0.20650927211367676"
ACMDPBD68,"E:","0.0003818657193605684"
