Computer,"Total_vCPUS","CPU_Load_Percentage"
PREMSPSPR123,4,"2.182465830088496"
DMSPSBD11,8,"2.131701812743363"
ACMDPBD166,16,"2.1112816228551208"
PREMSPSPR124,4,"2.1023206517430544"
ACMDPPR125,8,"2.0613931390904265"
ACMDPAP125,8,"1.9967039463431913"
ACMDPAP137,8,"1.9954469039278129"
PREMSPSAP62,4,"1.9930561378761062"
PREMSPSPR231,4,"1.976198058219784"
ACMDPPR42,8,"1.960866765934844"
ACMDPBD57,16,"1.93972976433121"
ACMDPBD230,16,"1.9340612538475148"
EMSPSAP22,8,"1.9223977410224657"
PREMSPSAP61,4,"1.9097710440707962"
ACMDPAP121,16,"1.8505569706246685"
ACMDPPR53,16,"1.8368999469120508"
DMSPSPR121,8,"1.8290478043901577"
PREMSPSAP124,4,"1.8187945762561926"
PREMSPSPR65,4,"1.791807204706299"
PREMSPSPR62,4,"1.7824629506194691"
DMSPSPR91,8,"1.7808511162831855"
ACMDPBD29,16,"1.7575590773177634"
PREMSPSAP65,4,"1.7569863257830476"
acmdpap200,8,"1.7167229787685776"
ACMDPAP99,8,"1.7058847532283743"
DMSPSPR55,8,"1.6942630568242167"
DMSPSBD111,8,"1.663384038938053"
ACMDPPR216,16,"1.6534942142604385"
ACMDPPR76,8,"1.652381284551407"
ACMDPAP138,8,"1.6467854203821657"
ACMDPPR212,8,"1.6327075928874737"
EMSPSPR22,8,"1.6324562984256146"
ACMDPAP61,8,"1.6299006898991684"
ACMDPAP42,8,"1.6238501476890386"
PREMSPSAP11,4,"1.5865804229339942"
ACMDPAP29,16,"1.5780927228809059"
PREMSPSAP131,4,"1.5772860748540083"
ACMDPAP157,8,"1.550148877764019"
ACMDPBD220,16,"1.5454702526539281"
ACMDPBD225,16,"1.4327319600141544"
ACMDPBD37,16,"1.4270575665251237"
ACMDPAP122,16,"1.4066324316292234"
PREMSPSBD70,16,"1.389964208355461"
ACMDPAP183,16,"1.389879937300744"
ACMDPAP62,8,"1.3664393792676455"
PREMSPSPR55,4,"1.3653244445427208"
ACMDPBD09,16,"1.3552295168936848"
ACMDPBD157,8,"1.3369754322363765"
ACMDPPR83,24,"1.3230077124402764"
ACMDPAP30,16,"1.319716294762916"
ACMDPPR224,16,"1.3173094181850342"
ACMDPBD127,16,"1.3031368172974884"
ACMDPBD213,16,"1.2492859499203681"
PREMSPSAP13,4,"1.2448205019469025"
ACMDPBD68,8,"1.2418605605095543"
ACMDPBD223,16,"1.2409505141542814"
ACMDPBD67,8,"1.2211661033687944"
DMSPSAP30,8,"1.2200014002831359"
DMSPSPR131,8,"1.2133300398371103"
ACMDPBD66,8,"1.1731870554571227"
ACMDPAP54,16,"1.1605946540502299"
PREMSPSBD183,16,"1.147539010619469"
ACMDPBD69,8,"1.1136533929582448"
PREMSPSBD232,16,"1.0655957123893807"
ACMDPPR66,8,"1.0121816178761063"
ACMDPPR63,8,"1.0091397432767162"
ACMDPAP66,8,"0.9894891235179613"
ACMDPPR223,16,"0.9797920534418685"
ACMDPPR156,16,"0.9399253745576788"
DMSPSAP61,8,"0.9385719091874669"
ACMDPPR222,16,"0.9232258853503185"
DMSPSBD82,8,"0.9180491660470879"
DMSPSPR61,8,"0.9033402754469817"
ACMDPBD70,8,"0.8944879272823781"
ACMDPPR217,16,"0.8869131082994162"
DMSPSAP60,8,"0.8778852127057157"
DMSPSAP14,8,"0.8472492585383118"
ACMDPAP63,8,"0.8054322546001416"
ACMDPAP127,8,"0.7753936578108395"
ACMDPPR127,8,"0.7570388768359582"
ACMDPBD47,16,"0.7527624832713753"
"vm-msps-prod-ap",4,"0.7418467876857749"
PREMSPSBD40,16,"0.6662654443461336"
PREMSPSBD231,16,"0.6430198582300884"
ACMDPBD54,16,"0.616747070948337"
ACMDPPR54,16,"0.5916569872611465"
ACMDPBD72,16,"0.5803805459048292"
ACMDPBD51,8,"0.5763629817731374"
ACMDPAP68,16,"0.5698766793189074"
ACMDPBD73,16,"0.5454129750486639"
PREMSPSBD63,16,"0.5271005389380531"
ACMDPPR157,16,"0.5006952367303609"
ACMDPPR72,16,"0.48817223164041756"
PREMSPSAP40,16,"0.44449860042470357"
PREMSPSPR66,16,"0.4241246911504425"
ACMDPAP72,16,"0.37882389063882493"
